ProjectCode,ProjectName,ReportMonth,State,Agency,OriginalCost,RevisedCost,Expenditure,Physical Progress,CostOverrunProbability,TimeOverrunProbability,CostWarning,TimeWarning,IndicatorScore,OverallRiskScore,RiskLevel,AlertType,RecommendedAction
618840,Simaria Km. 206.050 to Khagaria Km. 266.282,2026-05,Bihar,National Highways Authority of India [NHAI],664.02,891.64,352.28,97.71,0.87804043,0.68775564,True,True,51.145,77.24628918457032,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619117,Hassan km 184.912 to Maranahally km 230.060 of NH - 75 in Karnataka,2026-05,Karnataka,National Highways Authority of India [NHAI],1021.57,1091.4,698.85,97.8,0.9130833,0.6429531,True,True,51.1,76.76261047363282,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618580,Gohana - Sonipat PKG-2,2026-05,Haryana,National Highways Authority of India [NHAI],1275.31,1957.44,734.13,97.86,0.919199,0.67472225,True,True,35.07,76.59671215820312,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619217,4L of Haridwar-Nagina section from km. 0.00 to km. 71.614 of NH-74,2026-05,"Multi-States (UttarPradesh,Uttarakhand)",National Highways Authority of India [NHAI],1659.12,1622.49,842.68,97.64,0.8055955,0.7194761,True,True,51.18,76.33726306152343,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618899,Kallagam km.38.700 to Meensurutti Km.98.433 of NH-227 in Tamil Nadu,2026-05,Tamil Nadu,National Highways Authority of India [NHAI],1499.12,1499.12,685.7,100.0,0.9359465,0.5651489,True,True,50.0,76.24649047851562,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619098,Kozhikode Bypass Calicut Bypass Vengalam Jn. to Ramanattukara Jn.,2026-05,Kerala,National Highways Authority of India [NHAI],1424.77,2139.18,1048.93,98.75,0.7924152,0.8453826,True,True,25.625,76.23760223388672,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619210,Dharampuri-Lonand from km. 117.00 to 166.40 Pkg-IV on Mohol-Alandi Section,2026-05,Maharashtra,National Highways Authority of India [NHAI],1411.71,1358.68,1047.2,97.4,0.80222803,0.8624085,True,True,26.299999999999997,76.18965179443359,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618945,4L of Kodad Design Km 0.00/Existing Km 185.00 of NH-65 to Khammam Design Km 31.800/Existing Km 29.400 of NH-365A,2026-05,Telangana,National Highways Authority of India [NHAI],1149.17,1606.99,787.9,99.98,0.905907,0.75027895,True,True,25.009999999999998,75.99390112304687,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619128,Khammam-Devarapalle Pkg II [4L Access Controlled Greenfield from Somavaram village to Chintagudem village Design Chainage 33604 to 63117],2026-05,Telangana,National Highways Authority of India [NHAI],615.78,981.64,431.67,98.02,0.9032732,0.7032255,True,True,25.990000000000002,75.75493005371094,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618762,Itarsi Km. 63.000 to Betul Km. 137.000 of NH-69 in Madhya Pradesh,2026-05,Madhya Pradesh,National Highways Authority of India [NHAI],950.27,788.33,399.27,100.0,0.9061567,0.59997004,True,True,50.0,75.55046081542969,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618968,6L access control Greenfield highway of Vill-Khyawari to Vill-Latifpur at Saharanpur Bypass from Km. 82.000 to Km. 119.790 Pkg-4,2026-05,Uttar Pradesh,National Highways Authority of India [NHAI],1428.19,1439.35,1221.16,97.5,0.7588556,0.86467606,True,True,26.25,75.3558578491211,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619118,Four Laning of Angul to Sambalpur from Km.112.000 to Km.265.000,2026-05,Odisha,National Highways Authority of India [NHAI],2510.04,2632.91,1199.04,99.98,0.92656314,0.57044274,True,True,50.01,75.3366593017578,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618909,2L PS of JH / WB Border km. 70.524 - Purulia km.84.400 & Purulia km. 94.30 - Chandil Junction with NH-33 km. 153.705 of Old NH-32,2026-05,"Multi-States(Jharkhand, WestBengal)",National Highways Authority of India [NHAI],1652.4,1771.88,749.49,97.4,0.84540236,0.61584777,True,True,51.3,75.22928649902343,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618477,Bangalore Chennai Expressway Phase-III Package I Gudipala to Walajajhpet from Km 156.000 to Km 180.000,2026-05,"Multi-States(Andhra Pradesh,Tamil Nadu)",National Highways Authority of India [NHAI],1481.87,1481.87,711.06,99.02,0.88516223,0.7018158,True,True,25.490000000000002,75.14311059570312,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618863,Barhi-Koderma Section of NH31 km 0.00 - km 27.5,2026-05,Jharkhand,National Highways Authority of India [NHAI],662.44,826.59,510.72,98.5,0.8574324,0.60921866,True,True,50.75,74.98643188476562,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618496,Delhi-Amritsar-Katra Expressway Phase-II Pkg-XVI Existing Jakh Vijaypur-Kunjwani section of NH-44 including spur Connectivity to Jammu Airport NH-144A [Km 503500 to km 514500],2026-05,"Jammu andKashmir",National Highways Authority of India [NHAI],1821.72,2522.56,1171.13,94.14,0.86628145,0.70681614,True,True,27.93,74.77336993408203,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619145,Four Laning of Una to Kodinar from km. 180.478 to km. 221.610 Package-V,2026-05,Gujarat,National Highways Authority of India [NHAI],877.71,1126.66,630.52,100.0,0.9217747,0.56810164,True,True,50.0,74.61528015136719,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618483,Delhi-Amritsar-Katra Expressway Phase-I Pkg-II from Junction with Rohtak-Panipat road NH-709 near Rukhi Paani village to Junction with Jind-Panipat road NH-352A near Gangana village Km 34000 to Km 60800,2026-05,Haryana,National Highways Authority of India [NHAI],1533.87,1792.53,971.09,99.89,0.84169143,0.73284084,True,True,25.055,74.60990405273438,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618778,4L of Madanapalle to Pileru Section from Km 0.000 to Km 55.900 of NH-71Package-I,2026-05,Andhra Pradesh,National Highways Authority of India [NHAI],1877.47,1994.1,1147.49,94.9,0.8847589,0.68418,True,True,27.549999999999997,74.4937823486328,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618504,Ahmedabad - Dholera Pkg IV from km. 71.06 to km. 109.019 [Start of DSIR zone - Adhelai Village],2026-05,Gujarat,National Highways Authority of India [NHAI],1181.76,1358.73,1206.44,97.99,0.76376945,0.86780965,True,True,26.005000000000003,73.82553942871094,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618846,Poondiyankuppam Km.67.000 to Sattanathapuram Km.123.800,2026-05,Tamil Nadu,National Highways Authority of India [NHAI],2565.63,2319.35,1088.33,99.8,0.91762716,0.65724033,True,True,25.1,73.66214050292969,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618642,4L of Palma to Gumla from km. 26.00 to km. 89.170 of NH-23,2026-05,Jharkhand,National Highways Authority of India [NHAI],1882.93,1895.75,918.87,98.96,0.9365229,0.5912688,True,True,25.520000000000003,73.63248913574219,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618457,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-10 Ch. 292.950 to Ch. 319.400 [End of Interchange on NH-166 near village Mui to Hardeoganj village near Indergarh],2026-05,Rajasthan,National Highways Authority of India [NHAI],1272.97,1265.16,1091.86,95.25,0.8462658,0.7575212,True,True,27.375,73.33157653808594,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619218,4L Tumkur-Shimoga Pkg-I from Mallasandra to Karadi village of NH-206 from Km. 12.300 to Km. 65.195,2026-05,Karnataka,National Highways Authority of India [NHAI],1364.14,1692.12,614.73,100.0,0.92662877,0.47032475,True,True,50.0,73.28770446777344,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618634,6L of Veera Kaveri Raja Puram to Pondavakkam from km 61.380 to km 96.040 of NH 716B Pkg-III,2026-05,"Multi-States(Andhra Pradesh,Tamil Nadu)",National Highways Authority of India [NHAI],1439.77,1439.77,735.0,98.89,0.85271406,0.667463,True,True,25.555,73.15130419921874,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618955,2L PS of Majhauli to Charout section from km. 0.00 to km. 63.655,2026-05,Bihar,NHAI,638.29,1067.51,622.86,99.8,0.8884696,0.6376154,True,True,50.1,72.93418182373047,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619198,Vadodara Mumbai Expressway Phase II - Pkg XII [Km. 50.700 to Km. 77.000] Masvan - Ganjad,2026-05,Maharashtra,National Highways Authority of India [NHAI],1711.38,2388.52,979.26,99.38,0.8863858,0.62374,True,True,25.310000000000002,72.74314764404296,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618486,Delhi-Amritsar-Katra Expressway Phase-I Pkg-V from Junction with Ambala-Kaithal- Hissar road NH-152 near Kharak Pandwa village to Junction with Patiala-Samana- Patran road SH-10 near Ghagga village Km 120250 to Km 157920,2026-05,"Multi-States(Haryana, Punjab)",National Highways Authority of India [NHAI],1741.86,2281.02,924.58,98.7,0.9221027,0.59918576,True,True,25.65,72.70415893554687,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619213,6L of Hatibena - Badakumari Section from Km 146.50 to km 179.00 of NH-130-CD Package OD-2,2026-05,Odisha,National Highways Authority of India [NHAI],791.17,1070.63,727.42,99.95,0.8842789,0.66114986,True,True,25.025,72.61075988769531,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619205,Six Laning of KT/KL Border Thalapaddy -Chengala from Km. 17.200 to Km. 57.20,2026-05,"Multi-States(Karnataka,Kerala)",National Highways Authority of India [NHAI],1981.07,2681.48,1060.64,100.0,0.8478737,0.6925018,True,True,25.0,72.56417846679688,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619166,Umagaon-Saharsa Package-V Bakaur-Parsarma-Bangaon-Bariyahi & Spur to Mahishi,2026-05,Bihar,NHAI,768.35,968.42,410.57,99.5,0.766884,0.78024685,True,True,25.25,72.53032836914062,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619215,Cuttack-Angul Section of NH-42 New NH-55 from Km.60.200 to Km. 112.000 Pkg-II in the State of Odisha,2026-05,Odisha,National Highways Authority of India [NHAI],991.41,1168.82,500.25,99.66,0.9414051,0.43988144,True,True,50.17,72.08215588378906,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618600,6L of Valanchery bypass to Kappirikkad of NH 66 from km. 298500 to km 335850,2026-05,Kerala,National Highways Authority of India [NHAI],4023.94,4023.94,1497.77,98.84,0.92417145,0.5775194,True,True,25.58,72.0619984741211,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618610,6L of Jodhpur Romana Bathinda - Mandi Dabwali Punjab Haryana Border section of NH-54 from km. 0.000 to km. 27.400 of NH-54,2026-05,Punjab,National Highways Authority of India [NHAI],789.26,1318.91,518.7,99.0,0.9506216,0.5161111,True,True,25.5,71.94758911132813,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618345,Widening to 2-lane with Hard shoulder of Churachandpur to Tuivai Section from Km 48.587 to Km 69.875 in the State of Manipur on EPC mode under NHO Package-2B,2026-05,Manipur,NHIDCL,365.53,365.53,187.39,87.28,0.810595,0.7611451,True,True,37.77666666666667,71.90520849609375,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618611,Sangariya near Chautala-Rasisar near Bikaner section of NH-754K Phase-I AJ/SR- Package-7,2026-05,Rajasthan,National Highways Authority of India [NHAI],520.63,548.42,426.09,100.0,0.914305,0.56249905,True,True,25.0,71.753173828125,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618613,Deogarh near Dhandhaniya-Rajasthan/Gujarat Border Phase-I AJ/DRGB-Package-7,2026-05,Rajasthan,National Highways Authority of India [NHAI],662.08,597.77,511.76,99.2,0.82534057,0.6628356,True,True,25.4,71.74834686279297,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618747,Khammam-Devarapalle Pkg III [4L Access Controlled Greenfield from Chintagudem village to Recherla village Design Chainage 63117 to 105236],2026-05,"Multi-States(Andhra Pradesh,Telangana)",National Highways Authority of India [NHAI],829.5,1227.07,518.87,98.82,0.93721724,0.5183096,True,True,25.590000000000003,71.69112298583984,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618785,4/6L Greenfield LudhianaRupnagar highway from Jn. with NE-5 village near to ManewalLudhiana to Jn. with NH-205 near Bheora Village Rupnagar from Km 66.0 to Km 91.0 i/c spur to Kharar from Km 0.0 to Km 19.5 with Ludhiana bypass of NH-205K Pkg-3,2026-05,Punjab,National Highways Authority of India [NHAI],1501.02,1815.13,992.99,78.6,0.8887143,0.57791036,True,True,35.7,71.68915222167969,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618970,6L access control Greenfield highway of Vill-Lohadda to Vill-Karaunda Mahajan from Km. 27.000 to Km. 56.500 Pkg-2,2026-05,Uttar Pradesh,National Highways Authority of India [NHAI],1335.45,1335.38,1021.32,92.89,0.82780045,0.6728363,True,True,28.555,71.35511126708984,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619157,4 Laning of Talcher to end of Kamakhyanagar Bypass km 8.844 - km 15.725 of NH- 149 and km 301.875 - km 335.946 of NH-53 Pkg-I,2026-05,Odisha,National Highways Authority of India [NHAI],795.18,810.71,403.24,99.0,0.86819315,0.4749847,True,True,50.5,71.22831649780274,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618838,4L of Karwar Km. 281.980 of NH-62 Nagaur road to Dangiyavas of Jodhpur Ring Road Pkg-II,2026-05,Rajasthan,National Highways Authority of India [NHAI],736.75,512.77,400.32,99.0,0.83520246,0.66832083,True,True,25.5,71.13625640869141,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618526,6L of Gundugolanu Design km 1023.280 to Kalaparru Design km 1050.680 of NH-5 New NH-16,2026-05,Andhra Pradesh,National Highways Authority of India [NHAI],665.59,665.59,512.1,95.73,0.85117906,0.48087972,True,True,51.385,70.71669165039063,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618749,Khammam-Devarapalle Pkg V [4L Access Controlled Greenfield from Gurvaygudem village to Devarapalle village Design Chainage 132664 to 162126,2026-05,Andhra Pradesh,National Highways Authority of India [NHAI],711.94,926.48,423.04,99.66,0.9103709,0.54791605,True,True,25.17,70.68106335449218,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619103,4/6 Laning of Raipur-Simga Pkg-I from km. 0.00 to km. 48.58,2026-05,Chhattisgarh,National Highways Authority of India [NHAI],1096.52,1172.36,105.97,100.0,0.8690564,0.49259922,True,True,50.0,70.50503540039062,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618400,Construction & Upgradation to 2-lane with paved shoulder from Design Km 67.805 at the end of Km 83rd Tunnel near Dhrabshalla Ex. Km 83905 to Km 80.675 start of Kishtwar Bypass - Dulhasti Ex. Km 970751 of 12.870 Km length on chenani- Sudhmahadev-Goha Khellani-Kishtwar-vailoo-Donipawa-Ashajipora seition of NH-244 in the UT of J&K on EPC Mode under NHO-Gen Pkg-3,2026-05,"Jammu andKashmir",NHIDCL,398.51,398.51,99.35,98.55,0.84352744,0.62051606,True,True,25.725,70.44714416503906,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619119,Cuttack-Angul Section of NH-42 New NH-55 from km 0.400 to km 60.200 Pkg-I in the State of Odisha,2026-05,Odisha,National Highways Authority of India [NHAI],999.32,1178.31,513.53,99.0,0.93337035,0.38024735,True,True,50.5,70.42052764892578,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618645,4L of Gola-BokaroJaina More section from Km 53.600 to Km 21.110 of NH-320PKG-1,2026-05,Jharkhand,National Highways Authority of India [NHAI],1007.97,1030.64,439.04,78.1,0.9448511,0.4468005,True,True,35.95,70.40501220703125,HIGH,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618862,Bakhtiyarpur-Rajauli Pkg-III from km. 101.630 to km.152.520,2026-05,Bihar,National Highways Authority of India [NHAI],2156.22,3046.61,1668.28,99.14,0.85668457,0.5509273,True,True,25.43,69.96382250976562,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618563,4L of Madurai Ring Road Phase 1 [Vadipatti-Thamrapatti] from km 0.00 - km 29.960,2026-05,Tamil Nadu,National Highways Authority of India [NHAI],900.05,900.05,671.34,98.55,0.87149966,0.51106524,True,True,44.891666666666666,69.92894424438477,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618418,Rehabilitation and up gradation of Nongstoin-Rambrai-Kyrshai road up to Meghalaya- Assam border from Km 0.335 to km 34.039 to 2-Lane under NHO - NE in the State of Meghalaya Package-1,2026-05,Meghalaya,NHIDCL,359.86,359.86,214.21,80.49,0.90098447,0.519185,True,True,34.755,69.81864245605469,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618518,Davanagere - Haveri of NH-48 Old NH-4 from km. 260.00 to km. 338.923,2026-05,Karnataka,National Highways Authority of India [NHAI],1454.67,1805.84,690.64,98.87,0.91530764,0.3889057,True,True,50.565,69.80385858154297,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619092,4L of Jind-Gohana road Package-1 from km. 0.00 to km. 40.601 of NH-352 A under NHO,2026-05,Haryana,National Highways Authority of India [NHAI],994.22,1606.82,623.73,99.97,0.9696051,0.3994165,True,True,34.015,69.7985390625,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619306,4L of Munger Mirzachauki section from Km 95580 to Km 125000 Pkg-2,2026-05,Bihar,NHAI,1020.84,1235.65,480.53,93.13,0.9151412,0.4681656,True,True,28.435000000000002,69.71699407958984,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618957,4 laning of Champa - Korba from km 0.00 to km 38.2,2026-05,Chhattisgarh,National Highways Authority of India [NHAI],1002.33,1304.47,781.21,98.75,0.9291103,0.5150001,True,True,25.625,69.68864440917969,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619222,"Balance works of four lane from km 43.950 Thiruvallur Bypass to km 61.470 Veppampattu Bypass passing through Thannerkulam, Thozur and Sevapet Bypass 17.520 kms of Tirupathi- Tiruttani- Chennai section of NH 205",2026-05,Tamil Nadu,National Highways Authority of India [NHAI],467.99,699.68,451.47,97.92,0.7150221,0.73452955,True,True,26.04,69.40661798095704,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618503,Ahmedabad - Dholera Pkg III from km. 48.52 to km. 71.06 [Vejallka Village - Start of DSIR zone],2026-05,Gujarat,National Highways Authority of India [NHAI],1034.04,1155.41,1009.77,100.0,0.79099816,0.62259555,True,True,25.0,69.2037124633789,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618844,Viluppuram Km.0.000 to Puducherry Km.29.000,2026-05,"Multi-States(Puducherry, TamilNadu)",National Highways Authority of India [NHAI],1358.31,1162.44,524.89,98.32,0.7624785,0.64663684,True,True,25.840000000000003,69.04626519775391,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618735,4L of Chandesara to Khedakhajuriya from Km. 0.000 to - 750 & Km 0.000 to km 41.400 of NH-148NG Pkg-I,2026-05,Madhya Pradesh,National Highways Authority of India [NHAI],909.84,976.55,436.49,99.0,0.80709636,0.60169137,True,True,25.5,68.82864685058594,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618772,6L of Kumarajapet to Veera Kaveri Raja Puram from km 43.800 to km 61.380 of NH- 716B Pkg-II,2026-05,"Multi-States(Andhra Pradesh,Tamil Nadu)",National Highways Authority of India [NHAI],702.52,799.36,370.76,98.42,0.89714587,0.49304613,True,True,25.79,68.56529260253906,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
