ProjectCode,ProjectName,ReportMonth,OriginalCost,RevisedCost,Expenditure,CurrentExpenditureRatio,RobustCurrentExpenditurePct,RobustCurrentGap,Physical Progress,Prev_Expenditure,Prev_OriginalCost,Prev_RevisedCost,Prev_ExpenditureRatio,Prev_CostGrowth,Prev_PhysicalProgress,Prev_ProgressRemaining,ProgressVelocity,ProjectAgeDays,ElapsedDays,PlannedDurationDays,RemainingPlannedDays,ScheduleElapsedRatio,ProgressScheduleGap,Prev_RobustExpenditurePct,Prev_RobustGap,CurrentGapVsPreviousGap,HasPreviousRevisedCost,HasPreviousRevisedDoc,InvalidPlannedDuration,DateInconsistencyFlag,State,Agency,FutureCostOverrun
400022,Taranga Hill-Abu Road via Ambaji,2026-04-01,2798.0,2798.0,2439.32,0.8718084345961402,87.18084345961402,-50.180843459614024,37.0,,,,,0.0,,,,1370.0,1370.0,2922.0,1552.0,0.46885694729637234,-9.885694729637237,,,,0,1,0,0,"Multi-States(Gujarat,Rajasthan)",North Western Railway [NWR],1
400022,Taranga Hill-Abu Road via Ambaji,2026-05-01,2798.0,2798.0,2569.32,0.9182701929949965,91.82701929949964,-54.82701929949964,37.0,2439.32,2798.0,2798.0,0.8718084345961402,0.0,37.0,63.0,0.0,1400.0,1400.0,2922.0,1522.0,0.4791238877481177,-10.912388774811774,87.18084345961402,-50.180843459614024,-4.646175839885615,0,1,0,0,"Multi-States(Gujarat,Rajasthan)",North Western Railway [NWR],0
400023,Construction of New BG line between Hassan to Belur [27 Km],2026-04-01,749.0,749.0,0.94,0.001255006675567423,0.1255006675567423,0.1744993324432577,0.3,,,,,0.0,,,,2588.0,121.0,852.0,731.0,0.142018779342723,-13.9018779342723,,,,0,1,0,1,Karnataka,South Western Railway [SWR] - II,0
400023,Construction of New BG line between Hassan to Belur [27 Km],2026-05-01,749.0,749.0,0.94,0.001255006675567423,0.1255006675567423,-0.1255006675567423,0.0,0.94,749.0,749.0,0.001255006675567423,0.0,0.3,99.7,-0.3,2618.0,151.0,852.0,701.0,0.1772300469483568,-17.72300469483568,0.1255006675567423,0.1744993324432577,-0.3,0,1,0,0,Karnataka,South Western Railway [SWR] - II,0
400033,BHATADI EXPANSION OC,2026-04-01,580.61,580.61,112.17,0.19319336559825012,19.31933655982501,14.590663440174986,33.91,,,,,0.0,,,,2251.0,1431.0,2131.0,700.0,0.671515720319099,-33.24157203190991,,,,0,0,0,0,Maharashtra,Western Coalfields Limited [WCL],0
400033,BHATADI EXPANSION OC,2026-05-01,580.61,580.61,112.17,0.19319336559825012,19.31933655982501,14.590663440174986,33.91,112.17,580.61,580.61,0.19319336559825012,0.0,33.91,66.09,0.0,2281.0,1461.0,2131.0,670.0,0.6855936180197091,-34.64936180197091,19.31933655982501,14.590663440174986,0.0,0,0,0,0,Maharashtra,Western Coalfields Limited [WCL],0
400035,"Grass Root Rail-fed Depot at Sekerkote, Agartala as resitement of existingDharmanagar Depot",2026-04-01,656.0,656.0,537.17,0.8188567073170732,81.88567073170732,15.114329268292678,97.0,,,,,0.0,,,,1400.0,1400.0,1188.0,-212.0,1.1784511784511784,-3.0,,,,0,1,0,0,Tripura,Indian Oil Corporation Limited [IOCL],0
400043,"Laying of POL Pipelines in Common Corridor for proposed grass root terminal atVallur [Chennai]",2026-04-01,829.0,829.0,350.21,0.4224487334137515,42.24487334137515,33.955126658624856,76.2,,,,,0.0,,,,1551.0,1551.0,1581.0,30.0,0.9810246679316889,-21.902466793168884,,,,0,1,0,0,Tamil Nadu,Ministry of Petroleum & Natural Gas,1
400043,Laying of POL Pipelines in Common Corridor for proposed grass root terminal at Vallur [Chennai],2026-05-01,829.0,829.0,378.18,0.4561881785283474,45.618817852834745,32.381182147165255,78.0,350.21,829.0,829.0,0.4224487334137515,0.0,76.2,23.799999999999997,1.7999999999999972,1581.0,1581.0,1581.0,0.0,1.0,-22.0,42.24487334137515,33.955126658624856,-1.573944511459601,0,1,0,0,Tamil Nadu,Ministry of Petroleum & Natural Gas,0
400045,"Proposed 6 nos Road Over Bridge [ROB] at different locations under MCL TalcherUnder Deposit Scheme.",2026-04-01,168.32,168.32,69.85,0.4149833650190114,41.49833650190114,40.50166349809886,82.0,,,,,0.0,,,,1339.0,1370.0,974.0,-396.0,1.406570841889117,-18.0,,,,0,1,0,1,Odisha,East Coast Railway [ECoR] - II,0
400045,Proposed 6 nos Road Over Bridge [ROB] at different locations under MCL Talcher Under Deposit Scheme.,2026-05-01,168.32,168.32,69.85,0.4149833650190114,41.49833650190114,40.50166349809886,82.0,69.85,168.32,168.32,0.4149833650190114,0.0,82.0,18.0,0.0,1369.0,1400.0,974.0,-426.0,1.4373716632443532,-18.0,41.49833650190114,40.50166349809886,0.0,0,1,0,1,Odisha,East Coast Railway [ECoR] - II,0
400047,"Doubling of Lingaraj SILO connectivity of NTPC line and augmentation of NTPCexchange yard and NTPC Block Cabin.",2026-04-01,210.0,210.0,39.31,0.1871904761904762,18.719047619047622,33.28095238095238,52.0,,,,,0.0,,,,1339.0,1400.0,914.0,-486.0,1.5317286652078774,-48.0,,,,0,1,0,0,Odisha,East Coast Railway [ECoR] - II,0
400047,Doubling of Lingaraj SILO connectivity of NTPC line and augmentation of NTPC exchange yard and NTPC Block Cabin.,2026-05-01,210.0,210.0,40.56,0.19314285714285714,19.314285714285713,32.68571428571428,52.0,39.31,210.0,210.0,0.1871904761904762,0.0,52.0,48.0,0.0,1369.0,1430.0,914.0,-516.0,1.5645514223194747,-48.0,18.719047619047622,33.28095238095238,-0.5952380952380949,0,1,0,0,Odisha,East Coast Railway [ECoR] - II,0
400048,Doubling of lines connecting the loading spurs in Talcher Yard.,2026-04-01,186.21,186.21,100.97,0.5422372590086462,54.223725900864615,33.776274099135385,88.0,,,,,0.0,,,,1308.0,1400.0,914.0,-486.0,1.5317286652078774,-12.0,,,,0,1,0,0,Odisha,East Coast Railway [ECoR] - II,1
400048,Doubling of lines connecting the loading spurs in Talcher Yard.,2026-05-01,186.21,186.21,103.1,0.5536759572525642,55.36759572525642,32.63240427474358,88.0,100.97,186.21,186.21,0.5422372590086462,0.0,88.0,12.0,0.0,1338.0,1430.0,914.0,-516.0,1.5645514223194747,-12.0,54.223725900864615,33.776274099135385,-1.1438698243918068,0,1,0,0,Odisha,East Coast Railway [ECoR] - II,1
400062,"Raghunathpur Thermal Power Station Phase II [2X660 MW] at Raghunathpur, Purulia,West Bengal",2026-04-01,17673.0,17673.0,1950.25,0.11035194930119391,11.03519493011939,-1.6351949301193898,9.4,,,,,0.0,,,,1186.0,424.0,1581.0,1157.0,0.26818469323213157,-17.41846932321316,,,,0,0,0,0,West Bengal,Damodar Valley Corporation,0
400062,"Raghunathpur Thermal Power Station Phase II [2X660 MW] at Raghunathpur, Purulia, West Bengal",2026-05-01,17673.0,17673.0,2043.87,0.11564929553556272,11.564929553556272,-1.5649295535562722,10.0,1950.25,17673.0,17673.0,0.11035194930119391,0.0,9.4,90.6,0.5999999999999996,1216.0,454.0,1581.0,1127.0,0.28716002530044277,-18.71600253004428,11.03519493011939,-1.6351949301193898,0.0702653765631176,0,0,0,0,West Bengal,Damodar Valley Corporation,0
400073,KONAR EXPANSION OCP,2026-04-01,799.34,799.34,433.64,0.542497560487402,54.2497560487402,-0.7797560487402038,53.47,,,,,0.0,,,,1551.0,1551.0,3712.0,2161.0,0.41783405172413796,11.686594827586205,,,,0,0,0,0,Jharkhand,Ministry of Coal,1
400073,KONAR EXPANSION OCP,2026-05-01,674.65,674.65,433.64,0.6427629141036093,64.27629141036093,-18.026291410360926,46.25,433.64,799.34,799.34,0.542497560487402,-0.1559911927340056,53.47,46.53,-7.219999999999999,1581.0,1581.0,3712.0,2131.0,0.42591594827586204,3.6584051724137936,54.2497560487402,-0.7797560487402038,-17.246535361620722,0,0,0,0,Jharkhand,Ministry of Coal,0
400074,KARO EXPANSION OCP,2026-04-01,908.47,908.47,289.45,0.3186126124142789,31.86126124142789,-8.29126124142789,23.57,,,,,0.0,,,,1551.0,1551.0,2616.0,1065.0,0.5928899082568807,-35.71899082568807,,,,0,0,0,0,Jharkhand,Ministry of Coal,1
400074,KARO EXPANSION OCP,2026-05-01,849.31,849.31,289.45,0.34080606610071706,34.080606610071705,-11.700606610071706,22.38,289.45,908.47,908.47,0.3186126124142789,-0.06512047728598641,23.57,76.43,-1.1900000000000013,1581.0,1581.0,2616.0,1035.0,0.6043577981651376,-38.05577981651376,31.86126124142789,-8.29126124142789,-3.409345368643816,0,0,0,0,Jharkhand,Ministry of Coal,0
400078,New Mundra Panipat Crude Oil Pipeline,2026-04-01,9028.0,9028.0,7160.82,0.7931789986708019,79.31789986708019,12.08210013291982,91.4,,,,,0.0,,,,1582.0,1582.0,1096.0,-486.0,1.4434306569343065,-8.599999999999994,,,,0,1,0,0,"Multi-States(Gujarat, Haryana,Rajasthan)",Ministry of Petroleum & Natural Gas,1
400078,New Mundra Panipat Crude Oil Pipeline,2026-05-01,9028.0,9028.0,7456.3,0.8259082853345149,82.59082853345149,10.109171466548517,92.7,7160.82,9028.0,9028.0,0.7931789986708019,0.0,91.4,8.599999999999994,1.2999999999999972,1612.0,1612.0,1096.0,-516.0,1.4708029197080292,-7.299999999999997,79.31789986708019,12.08210013291982,-1.9729286663713026,0,1,0,0,"Multi-States(Gujarat, Haryana,Rajasthan)",Ministry of Petroleum & Natural Gas,0
400081,"National Sports University [NSU], Imphal [Manipur]",2026-04-01,906.47,611.74,574.12,0.9385032857096152,93.85032857096152,3.1496714290384773,97.0,,,,,0.0,,,,,1551.0,943.0,-608.0,1.6447507953340403,-3.0,,,,1,1,0,0,Manipur,Department of Sports & Youth Affairs,0
400087,Redevelopment of Sobhasan Complex,2026-04-01,885.63,1347.61,990.06,0.734678430703245,73.4678430703245,14.032156929675494,87.5,,,,,0.0,,,,1704.0,1704.0,2038.0,334.0,0.8361138370951914,3.8886162904808685,,,,1,1,0,0,Gujarat,Oil and Natural Gas Corporation Limited [ONGC],0
400087,Redevelopment of Sobhasan Complex,2026-05-01,885.63,1347.61,1022.45,0.7587135744020898,75.87135744020898,13.328642559791021,89.2,990.06,885.63,1347.61,0.734678430703245,0.0,87.5,12.5,1.7000000000000028,1734.0,1734.0,2038.0,304.0,0.8508341511285574,4.116584887144256,73.4678430703245,14.032156929675494,-0.7035143698844735,1,1,0,0,Gujarat,Oil and Natural Gas Corporation Limited [ONGC],0
400100,Sardar Gouthu Latchanna Thotapalli Barrage Project,2026-04-01,353.05,1023.24,872.65,0.8528302255580313,85.28302255580313,10.596977444196867,95.88,,,,,0.0,,,,7670.0,7395.0,5082.0,-2313.0,1.4551357733175916,-4.1200000000000045,,,,1,1,0,0,Andhra Pradesh,Water Resources-AP,0
400100,Sardar Gouthu Latchanna Thotapalli Barrage Project,2026-05-01,353.05,1023.24,872.65,0.8528302255580313,85.28302255580313,10.596977444196867,95.88,872.65,353.05,1023.24,0.8528302255580313,0.0,95.88,4.1200000000000045,0.0,7700.0,7425.0,5082.0,-2343.0,1.4610389610389611,-4.1200000000000045,85.28302255580313,10.596977444196867,0.0,1,1,0,0,Andhra Pradesh,Water Resources-AP,0
400101,Gundlakamma project,2026-04-01,397.41,697.39,619.46,0.8882547785313814,88.82547785313814,9.474522146861858,98.3,,,,,0.0,,,,7670.0,7670.0,5357.0,-2313.0,1.4317715139070375,-1.7000000000000028,,,,1,1,0,0,Andhra Pradesh,Water Resources-AP,0
400101,Gundlakamma project,2026-05-01,397.41,697.39,624.78,0.8958832217267239,89.58832217267239,8.711677827327605,98.3,619.46,397.41,697.39,0.8882547785313814,0.0,98.3,1.7000000000000028,0.0,7700.0,7700.0,5357.0,-2343.0,1.4373716632443532,-1.7000000000000028,88.82547785313814,9.474522146861858,-0.7628443195342527,1,1,0,0,Andhra Pradesh,Water Resources-AP,0
400102,Sri Ram Sagar Project Stage - II,2026-04-01,736.13,949.87,971.47,1.0227399538884268,100.0,-3.0,97.0,,,,,0.0,,,,10957.0,7670.0,5357.0,-2313.0,1.4317715139070375,-3.0,,,,1,1,0,0,Telangana,Irrigation and CAD-TG,0
400102,Sri Ram Sagar Project Stage - II,2026-05-01,736.13,949.87,971.47,1.0227399538884268,100.0,-3.0,97.0,971.47,736.13,949.87,1.0227399538884268,0.0,97.0,3.0,0.0,10987.0,7700.0,5357.0,-2343.0,1.4373716632443532,-3.0,100.0,-3.0,0.0,1,1,0,0,Telangana,Irrigation and CAD-TG,0
400103,Indiramma Flood Flow Canal Project,2026-04-01,1331.3,5940.09,4491.08,0.7560626185798531,75.60626185798532,16.393738142014683,92.0,,,,,0.0,,,,10957.0,7395.0,5082.0,-2313.0,1.4551357733175916,-8.0,,,,1,1,0,0,Telangana,Irrigation and CAD-TG,0
400103,Indiramma Flood Flow Canal Project,2026-05-01,1331.3,5940.09,4491.08,0.7560626185798531,75.60626185798532,16.393738142014683,92.0,4491.08,1331.3,5940.09,0.7560626185798531,0.0,92.0,8.0,0.0,10987.0,7425.0,5082.0,-2343.0,1.4610389610389611,-8.0,75.60626185798532,16.393738142014683,0.0,1,1,0,0,Telangana,Irrigation and CAD-TG,0
400111,Kelo Irrigation Project,2026-04-01,459.97,727.04,618.85,0.8511911311619719,85.11911311619718,-13.119113116197184,72.0,,,,,0.0,,,,6574.0,6574.0,4261.0,-2313.0,1.5428303215207697,-28.0,,,,1,1,0,0,Chhattisgarh,Water Resources-CT,0
400111,Kelo Irrigation Project,2026-05-01,459.97,727.04,618.85,0.8511911311619719,85.11911311619718,-13.119113116197184,72.0,618.85,459.97,727.04,0.8511911311619719,0.0,72.0,28.0,0.0,6604.0,6604.0,4261.0,-2343.0,1.5498709223187046,-28.0,85.11911311619718,-13.119113116197184,0.0,1,1,0,0,Chhattisgarh,Water Resources-CT,0
400115,Bargi Diversion Project Phase - IV [km. 154 to km 197],2026-04-01,751.03,893.35,814.02,0.9111994179213074,91.11994179213075,-16.119941792130746,75.0,,,,,0.0,,,,6574.0,6299.0,3986.0,-2313.0,1.5802809834420473,-25.0,,,,1,1,0,0,Madhya Pradesh,Water Resources-MP,0
400115,Bargi Diversion Project Phase - IV [km. 154 to km 197],2026-05-01,751.03,893.35,814.02,0.9111994179213074,91.11994179213075,-16.119941792130746,75.0,814.02,751.03,893.35,0.9111994179213074,0.0,75.0,25.0,0.0,6604.0,6329.0,3986.0,-2343.0,1.5878073256397391,-25.0,91.11994179213075,-16.119941792130746,0.0,1,1,0,0,Madhya Pradesh,Water Resources-MP,0
400116,Bargi Diversion Project Phase - III [km. 104 to km 154],2026-04-01,1229.15,1399.7,2190.05,1.5646567121526043,100.0,-18.58,81.42,,,,,0.0,,,,6940.0,6940.0,4627.0,-2313.0,1.499891938621137,-18.58,,,,1,1,0,0,Madhya Pradesh,Water Resources-MP,0
400116,Bargi Diversion Project Phase - III [km. 104 to km 154],2026-05-01,1229.15,1399.7,2203.81,1.5744873901550331,100.0,-18.480000000000004,81.52,2190.05,1229.15,1399.7,1.5646567121526043,0.0,81.42,18.58,0.09999999999999432,6970.0,6970.0,4627.0,-2343.0,1.5063756213529285,-18.480000000000004,100.0,-18.58,0.09999999999999432,1,1,0,0,Madhya Pradesh,Water Resources-MP,0
400119,Life Extension of 48 well platforms of Mumbai High & Heera Fields,2026-04-01,3190.69,3375.9,3123.2,0.9251458870227198,92.51458870227198,-2.514588702271979,90.0,,,,,0.0,,,,3774.0,3774.0,852.0,-2922.0,4.429577464788732,-10.0,,,,1,1,0,0,Offshore,Oil and Natural Gas Corporation Limited [ONGC],0
400119,Life Extension of 48 well platforms of Mumbai High & Heera Fields,2026-05-01,3190.69,3375.9,3123.2,0.9251458870227198,92.51458870227198,-2.514588702271979,90.0,3123.2,3190.69,3375.9,0.9251458870227198,0.0,90.0,10.0,0.0,3804.0,3804.0,852.0,-2952.0,4.464788732394366,-10.0,92.51458870227198,-2.514588702271979,0.0,1,1,0,0,Offshore,Oil and Natural Gas Corporation Limited [ONGC],0
400120,KG-DWN-98/2 Cluster - II Development Project - NELP Block,2026-04-01,34012.0,34012.0,33006.7,0.9704427848994471,97.04427848994472,-0.5442784899447162,96.5,,,,,0.0,,,,3683.0,3683.0,1553.0,-2130.0,2.371538956857695,-3.5,,,,0,1,0,0,Andhra Pradesh,Oil and Natural Gas Corporation Limited [ONGC],0
400120,KG-DWN-98/2 Cluster - II Development Project - NELP Block,2026-05-01,34012.0,34012.0,33006.7,0.9704427848994471,97.04427848994472,-0.44427848994472185,96.6,33006.7,34012.0,34012.0,0.9704427848994471,0.0,96.5,3.5,0.09999999999999432,3713.0,3713.0,1553.0,-2160.0,2.390856406954282,-3.4000000000000057,97.04427848994472,-0.5442784899447162,0.09999999999999432,0,1,0,0,Andhra Pradesh,Oil and Natural Gas Corporation Limited [ONGC],0
400121,"Construction of Screening Plant-II for Donimalai and Kumaraswamy Iron Ore MiningComplex of NMDC Limited at Ballari Dt, Karnataka.",2026-04-01,1043.63,1043.63,609.8,0.5843066987342256,58.43066987342256,4.669330126577442,63.1,,,,,0.0,,,,4169.0,669.0,791.0,122.0,0.8457648546144121,-21.476485461441207,,,,0,0,0,0,Karnataka,National Mineral Development Corporation Limited [NMDC],0
400121,"Construction of Screening Plant-II for Donimalai and Kumaraswamy Iron Ore Mining Complex of NMDC Limited at Ballari Dt, Karnataka.",2026-05-01,1043.63,1043.63,628.29,0.6020237057194598,60.202370571945984,4.797629428054016,65.0,609.8,1043.63,1043.63,0.5843066987342256,0.0,63.1,36.9,1.8999999999999986,4199.0,699.0,791.0,92.0,0.8836915297092288,-23.369152970922883,58.43066987342256,4.669330126577442,0.12829930147657365,0,0,0,0,Karnataka,National Mineral Development Corporation Limited [NMDC],0
400136,SANGHMITRA OC,2026-04-01,2660.0,2660.0,16.1,0.006052631578947369,0.605263157894737,16.164736842105263,16.77,,,,,0.0,,,,761.0,761.0,2922.0,2161.0,0.2604380561259411,-9.273805612594114,,,,0,0,0,0,Jharkhand,Ministry of Coal,0
400136,SANGHMITRA OC,2026-05-01,2660.0,2660.0,17.03,0.006402255639097745,0.6402255639097745,16.129774436090226,16.77,16.1,2660.0,2660.0,0.006052631578947369,0.0,16.77,83.23,0.0,791.0,791.0,2922.0,2131.0,0.27070499657768654,-10.300499657768654,0.605263157894737,16.164736842105263,-0.03496240601503686,0,0,0,0,Jharkhand,Ministry of Coal,0
400138,CHANDRAGUPT OCP,2026-04-01,973.5,973.5,440.75,0.45274781715459683,45.27478171545968,-20.414781715459682,24.86,,,,,0.0,,,,2069.0,2069.0,4230.0,2161.0,0.4891252955082742,-24.052529550827423,,,,0,0,0,0,Jharkhand,Ministry of Coal,0
400138,CHANDRAGUPT OCP,2026-05-01,973.5,973.5,440.75,0.45274781715459683,45.27478171545968,-20.24478171545968,25.03,440.75,973.5,973.5,0.45274781715459683,0.0,24.86,75.14,0.1700000000000017,2099.0,2099.0,4230.0,2131.0,0.4962174940898345,-24.591749408983446,45.27478171545968,-20.414781715459682,0.1700000000000017,0,0,0,0,Jharkhand,Ministry of Coal,1
400139,KOTRE BASANTPUR PACHMO OCP,2026-04-01,861.06,625.4,455.95,0.729053405820275,72.9053405820275,-24.955340582027503,47.95,,,,,0.0,,,,2069.0,2069.0,4230.0,2161.0,0.4891252955082742,-0.9625295508274192,,,,1,0,0,0,Jharkhand,Ministry of Coal,1
400139,KOTRE BASANTPUR PACHMO OCP,2026-05-01,861.06,625.4,456.48,0.7299008634473937,72.99008634473937,-27.470086344739364,45.52,455.95,861.06,625.4,0.729053405820275,0.0,47.95,52.05,-2.4299999999999997,2099.0,2099.0,4230.0,2131.0,0.4962174940898345,-4.101749408983444,72.9053405820275,-24.955340582027503,-2.5147457627118612,1,0,0,0,Jharkhand,Ministry of Coal,0
400141,"Expansion of Alumina Refinery Plant with addition of 5th Stream having capacityenhancement of 1.0 Million Tonee Per Annum",2026-04-01,4103.0,5677.4,4887.6,0.8608870257512242,86.08870257512243,8.111297424877577,94.2,,,,,0.0,,,,3287.0,3287.0,2070.0,-1217.0,1.5879227053140097,-5.799999999999997,,,,1,1,0,0,Odisha,National Aluminium Company Limited [NALCO],0
400141,Expansion of Alumina Refinery Plant with addition of 5th Stream having capacity enhancement of 1.0 Million Tonee Per Annum,2026-05-01,4103.0,5677.4,4920.25,0.8666378976291965,86.66378976291965,8.036210237080354,94.7,4887.6,4103.0,5677.4,0.8608870257512242,0.0,94.2,5.799999999999997,0.5,3317.0,3317.0,2070.0,-1247.0,1.6024154589371982,-5.299999999999997,86.08870257512243,8.111297424877577,-0.07508718779722301,1,1,0,0,Odisha,National Aluminium Company Limited [NALCO],0
400142,Pachwara South Coal Block,2026-04-01,2242.9,2242.9,1365.83,0.6089571536849614,60.89571536849614,26.10428463150386,87.0,,,,,0.0,,,,3683.0,2343.0,3227.0,884.0,0.7260613572977999,14.393864270220007,,,,0,0,0,0,Jharkhand,NLC India Limited [NLCIL],0
400142,Pachwara South Coal Block,2026-05-01,2242.9,2242.9,1388.09,0.6188818048062775,61.88818048062775,25.111819519372247,87.0,1365.83,2242.9,2242.9,0.6089571536849614,0.0,87.0,13.0,0.0,3713.0,2373.0,3227.0,854.0,0.735357917570499,13.464208242950107,60.89571536849614,26.10428463150386,-0.9924651121316117,0,0,0,0,Jharkhand,NLC India Limited [NLCIL],1
400144,PORDA CHIMTAPANI OCP [10 MTY],2026-04-01,2310.12,2310.12,113.83,0.04927449656294911,4.927449656294911,6.8825503437050894,11.81,,,,,0.0,,,,1947.0,1947.0,3012.0,1065.0,0.646414342629482,-52.83143426294821,,,,0,0,0,0,Chhattisgarh,South Eastern Coalfields Limited [SECL],0
400144,PORDA CHIMTAPANI OCP [10 MTY],2026-05-01,2310.12,2310.12,115.62,0.05004934808581373,5.004934808581373,6.8050651914186275,11.81,113.83,2310.12,2310.12,0.04927449656294911,0.0,11.81,88.19,0.0,1977.0,1977.0,3012.0,1035.0,0.6563745019920318,-53.827450199203184,4.927449656294911,6.8825503437050894,-0.07748515228646191,0,0,0,0,Chhattisgarh,South Eastern Coalfields Limited [SECL],0
400148,AMADAND OCP[4.0MTY],2026-04-01,869.44,869.44,325.4,0.37426389400073606,37.4263894000736,37.7236105999264,75.15,,,,,0.0,,,,3683.0,3683.0,1826.0,-1857.0,2.0169769989047097,-24.849999999999994,,,,0,1,0,0,Madhya Pradesh,Ministry of Coal,0
400148,AMADAND OCP[4.0MTY],2026-05-01,869.44,869.44,325.4,0.37426389400073606,37.4263894000736,37.7236105999264,75.15,325.4,869.44,869.44,0.37426389400073606,0.0,75.15,24.849999999999994,0.0,3713.0,3713.0,1826.0,-1887.0,2.033406352683461,-24.849999999999994,37.4263894000736,37.7236105999264,0.0,0,1,0,0,Madhya Pradesh,Ministry of Coal,0
